H,Tub,Date,Temp,pH,DO1,DO2,Salinity,Time
H5,5C,11/8/19,10.7,7.54,4.84,54.2,34.32,12:23
H6,6A,11/8/19,10.5,7.47,4.63,51.6,34.32,12:24
H6,6B,11/8/19,10.6,7.46,4.48,50,34.33,12:25
H6,6C,11/8/19,10.5,7.46,4.45,49.7,34.32,12:26
H1,1A,11/9/19,12.1,7.77,7.07,81.1,34.33,12:09
H1,1B,11/9/19,12,7.79,7.24,83.3,34.33,12:10
H1,1C,11/9/19,12.1,7.8,7.16,82.7,34.33,12:11
H2,2A,11/9/19,11.5,7.74,6.67,76,34.33,12:12
H2,2B,11/9/19,11.5,7.73,6.43,73.4,34.33,12:13
H2,2C,11/9/19,11.6,7.75,6.55,74.8,34.32,12:14
H3,3A,11/9/19,10.9,7.64,5.77,64.9,34.32,12:16
H3,3B,11/9/19,10.9,7.6,5.12,57.7,34.32,12:17
H3,3C,11/9/19,11,7.65,5.6,63.4,34.32,12:18
H4,4A,11/9/19,10.6,7.55,5.07,56.6,34.33,12:19
H4,4B,11/9/19,10.6,7.55,5.11,57,34.32,12:20
H4,4C,11/9/19,10.7,7.56,5.13,57.5,34.32,12:21
H5,5A,11/9/19,10.3,7.52,4.78,52.9,34.32,12:22
H5,5B,11/9/19,10.3,7.5,4.57,50.9,34.32,12:23
H5,5C,11/9/19,10.4,7.52,4.61,51.3,34.32,12:24
H6,6A,11/9/19,10.1,7.47,4.54,50,34.31,12:25
H6,6B,11/9/19,10.2,7.45,4.24,46.8,34.31,12:26
H6,6C,11/9/19,10.2,7.46,4.34,48,34.31,12:27
H1,1A,11/10/19,12,7.79,7.11,81.8,34.32,10:51
H1,1B,11/10/19,12.1,7.81,7.11,81.8,34.32,10:53
H1,1C,11/10/19,12.2,7.82,7.09,82,34.32,10:56
H2,2A,11/10/19,11.6,7.74,6.23,71.2,34.31,10:59
H2,2B,11/10/19,11.6,7.75,6.34,72.1,34.31,11:01
H2,2C,11/10/19,11.7,7.76,6.45,73.8,34.31,11:02
H3,3A,11/10/19,11,7.64,5.1,60.5,34.31,11:04
H3,3B,11/10/19,11,7.64,5.33,60,34.3,11:06
H3,3C,11/10/19,11,7.66,5.46,61.7,34.3,11:10
H4,4A,11/10/19,10.6,7.55,4.65,52.1,34.31,11:12
H4,4B,11/10/19,10.7,7.56,4.73,52.9,34.3,11:14
H4,4C,11/10/19,10.7,7.59,4.89,54.8,34.3,11:17
H5,5A,11/10/19,10.3,7.52,4.39,48.8,34.31,11:19
H5,5B,11/10/19,10.4,7.53,4.49,49.8,34.3,11:20
H5,5C,11/10/19,10.5,7.51,4.24,47.2,34.3,11:21
H6,6A,11/10/19,10.2,7.47,4.09,45.3,34.29,11:23
H6,6B,11/10/19,10.3,7.46,4.02,44.9,34.3,11:25
H6,6C,11/10/19,10.3,7.47,4.06,45.2,34.29,11:27
H1,1A,11/11/19,12,7.78,7.24,83.3,34.32,10:08
H1,1B,11/11/19,12,7.8,7.26,83.4,34.32,10:09
H1,1C,11/11/19,12,7.8,7.25,83.5,34.32,10:10
H2,2A,11/11/19,11.5,7.73,6.61,75.3,34.32,10:11
H2,2B,11/11/19,11.5,7.73,6.55,74.5,34.32,10:11
H2,2C,11/11/19,11.6,7.74,6.56,75,34.31,10:13
H3,3A,11/11/19,10.8,7.63,5.62,63,34.32,10:14
H3,3B,11/11/19,10.8,7.63,5.54,62.1,34.32,10:15
H3,3C,11/11/19,10.9,7.63,5.47,61.6,34.32,10:15
H4,4A,11/11/19,10.5,7.56,5.02,55.9,34.32,10:16
H4,4B,11/11/19,10.5,7.56,4.98,55.7,34.32,10:17
H4,4C,11/11/19,10.5,7.56,5.02,56,34.31,10:19
H5,5A,11/11/19,10.2,7.52,4.56,50.5,34.31,10:20
H5,5B,11/11/19,10.2,7.52,4.58,50.8,34.31,10:20
H5,5C,11/11/19,10.3,7.51,4.62,51.1,34.31,10:21
H6,6A,11/11/19,10,7.47,4.4,48.6,34.31,10:22
H6,6B,11/11/19,10.2,7.47,4.34,48.1,34.31,10:24
H6,6C,11/11/19,10.1,7.47,4.39,48.6,34.31,10:24
H1,1A,11/12/19,12.3,7.77,7.05,82,34.3,10:10
H1,1B,11/12/19,12.5,7.79,7.28,84.8,34.3,10:12
H1,1C,11/12/19,12.5,7.79,7.33,85,34.3,10:13
H2,2A,11/12/19,11.9,7.7,6.29,72.4,34.3,10:14
H2,2B,11/12/19,12,7.74,6.7,77.1,34.3,10:16
H2,2C,11/12/19,12.1,7.74,6.64,76.7,34.3,10:17
H3,3A,11/12/19,11.2,7.64,5.6,63.3,34.29,10:18
H3,3B,11/12/19,11.2,7.61,5.34,60.5,34.3,10:20
H3,3C,11/12/19,11.2,7.63,5.48,62,34.29,10:21
H4,4A,11/12/19,10.6,7.54,4.73,52.8,34.3,10:22
H4,4B,11/12/19,10.8,7.55,4.91,55.2,34.29,10:23
H4,4C,11/12/19,10.8,7.56,4.9,54.9,34.29,10:24
H5,5A,11/12/19,10.4,7.51,4.39,48.9,34.29,10:26
H5,5B,11/12/19,10.4,7.51,4.36,48.4,34.28,10:27
H5,5C,11/12/19,10.5,7.5,4.32,48.2,34.29,10:28
H6,6A,11/12/19,10.1,7.48,4.27,47.4,34.29,10:29
H6,6B,11/12/19,10.3,7.46,4.12,45.8,34.29,10:30
H6,6C,11/12/19,10.3,7.46,4.17,46.2,34.29,10:32
H1,1A,11/13/19,12.2,7.75,7.54,87.1,34.17,10:42
H1,1B,11/13/19,12.1,7.78,7.99,92.1,34.15,10:43
H1,1C,11/13/19,12.2,7.78,7.85,90.7,34.15,10:44
H2,2A,11/13/19,11.6,7.69,6.86,78.1,34.15,10:45
H2,2B,11/13/19,11.6,7.68,6.67,76,34.15,10:46
H2,2C,11/13/19,11.7,7.72,7.14,81.5,34.13,10:47
H3,3A,11/13/19,10.8,7.61,6.17,69.2,34.14,10:48
H3,3B,11/13/19,10.9,7.61,5.96,66.9,34.14,10:49
H3,3C,11/13/19,10.8,7.6,5.97,67,34.14,10:49
H4,4A,11/13/19,10.4,7.51,5.14,57.1,34.14,10:50
H4,4B,11/13/19,10.4,7.5,5.14,57.1,34.14,10:51
H4,4C,11/13/19,10.5,7.52,5.13,57.2,34.14,10:52
H5,5A,11/13/19,10.1,7.48,4.93,54.4,34.14,10:53
H5,5B,11/13/19,10.2,7.48,4.96,54.8,34.14,10:54
H5,5C,11/13/19,10.2,7.48,4.86,53.7,34.14,10:55
H6,6A,11/13/19,9.9,7.45,4.81,52.9,34.14,10:55
H6,6B,11/13/19,10.2,7.44,4.71,52,34.14,10:56
H6,6C,11/13/19,10.1,7.44,4.76,52.5,34.14,10:56
H1,1A,11/14/19,12.3,7.8,7.19,83.1,34.11,12:43
H1,1B,11/14/19,12.3,7.79,7.3,84.4,34.11,12:40
H1,1C,11/14/19,12.4,7.81,7.1,82.2,34.11,12:45
H2,2A,11/14/19,11.8,7.75,7.2,76.9,34.1,12:49
H2,2B,11/14/19,11.8,7.73,6.49,74.3,34.11,12:48
H2,2C,11/14/19,11.8,7.68,6.54,74.9,34.11,12:38
H3,3A,11/14/19,11.1,7.66,5.82,65.7,34.1,12:49
H3,3B,11/14/19,11.1,7.65,5.66,63.8,34.11,12:50
H3,3C,11/14/19,11.1,7.65,5.68,64.1,34.1,12:51
H4,4A,11/14/19,10.5,7.57,5,55.7,34.11,12:51
H4,4B,11/14/19,10.6,7.55,4.87,54.4,34.1,12:52
H4,4C,11/14/19,10.7,7.55,4.79,53.4,34.1,12:53
H5,5A,11/14/19,10.2,7.52,4.71,52.2,34.1,12:54
H5,5B,11/14/19,10.4,7.51,4.55,50.7,34.1,12:55
H5,5C,11/14/19,10.4,7.51,4.63,51.5,34.1,12:56
H6,6A,11/14/19,10.1,7.49,4.54,50.2,34.09,12:57
H6,6B,11/14/19,10.5,7.46,4.33,48.3,34.1,12:58
H6,6C,11/14/19,10,7.47,4.44,49.1,34.1,12:59
H1,1A,11/15/19,12.3,7.75,7.11,82.4,34.15,11:09
H1,1B,11/15/19,12.6,7.77,7.57,87.6,34.14,11:10
H1,1C,11/15/19,12.6,7.77,7.32,85.3,34.15,11:11
H2,2A,11/15/19,11.9,7.72,7,80.4,34.16,11:12
H2,2B,11/15/19,12.1,7.72,6.92,79.7,34.15,11:13
H2,2C,11/15/19,12.2,7.73,7.05,81.4,34.15,11:13
H3,3A,11/15/19,11.3,7.63,6.04,68.5,34.15,11:14
H3,3B,11/15/19,11.3,7.61,5.58,63.2,34.14,11:15
H3,3C,11/15/19,11.3,7.62,5.81,66,34.15,11:16
H4,4A,11/15/19,10.7,7.54,5.1,57.2,34.14,11:17
H4,4B,11/15/19,10.8,7.55,4.77,53.5,34.14,11:20
H4,4C,11/15/19,10.8,7.54,5.01,56.1,34.14,11:21
H5,5A,11/15/19,10.4,7.5,4.79,53.2,34.14,11:22
H5,5B,11/15/19,10.4,7.49,4.7,52.2,34.14,11:23
H5,5C,11/15/19,10.5,7.49,4.62,51.4,34.15,11:24
H6,6A,11/15/19,10.3,7.48,4.78,53,34.14,11:24
H6,6B,11/15/19,10.5,7.47,4.8,53.5,34.14,11:25
H6,6C,11/15/19,10.5,7.49,4.95,55.1,34.14,11:26
H1,1A,11/16/19,12.2,7.76,7.46,86.5,34.2,11:29
H1,1B,11/16/19,12.2,7.79,7.51,90.4,34.21,11:30
H1,1C,11/16/19,12.3,7.79,7.8,90.4,34.21,11:31
H2,2A,11/16/19,11.7,7.73,7,79.9,34.21,11:32
H2,2B,11/16/19,11.7,7.72,6.82,77.7,34.21,11:33
H2,2C,11/16/19,11.7,7.72,6.83,78,34.21,11:34
H3,3A,11/16/19,10.9,7.63,6.84,65.5,34.21,11:35
H3,3B,11/16/19,10.8,7.61,5.62,63.1,34.21,11:36
H3,3C,11/16/19,10.9,7.62,5.73,64.4,34.21,11:38
H4,4A,11/16/19,10.4,7.53,5.03,55.9,34.21,11:39
H4,4B,11/16/19,10.4,7.54,5.07,55.5,32.2,11:40
H4,4C,11/16/19,10.5,7.54,5.03,55.9,32.2,11:42
H5,5A,11/16/19,10,7.49,4.61,50.7,32.2,11:43
H5,5B,11/16/19,10.1,7.49,4.64,51.2,32.2,11:44
H5,5C,11/16/19,10.2,7.49,4.6,50.9,32.2,11:45
H6,6A,11/16/19,9.9,7.47,4.59,50.6,32.2,11:46
H6,6B,11/16/19,10.1,7.46,4.47,49.4,34.21,11:47
H6,6C,11/16/19,10.1,7.47,4.61,50.8,23.19,11:48
H1,1A,11/17/19,12.1,7.72,7.24,83.1,34.25,11:54
H1,1B,11/17/19,12.1,7.76,7.67,88.2,34.25,11:54
H1,1C,11/17/19,12.2,7.77,7.6,87.6,34.26,11:55
H2,2A,11/17/19,11.6,7.7,6.75,77.1,34.27,11:56
H2,2B,11/17/19,11.6,7.7,6.8,77.8,34.26,11:57
H2,2C,11/17/19,11.7,7.68,6.39,73.2,34.26,11:58
H3,3A,11/17/19,10.9,7.6,5.66,63.6,34.26,11:59
H3,3B,11/17/19,10.8,7.58,5.46,61.1,34.26,12:00
H3,3C,11/17/19,10.9,7.61,5.58,62.8,34.26,12:01
H4,4A,11/17/19,10.3,7.51,4.86,53.7,34.26,12:03
H4,4B,11/17/19,10.4,7.52,4.94,54.7,34.26,12:03
H4,4C,11/17/19,10.4,7.51,4.79,53.2,34.25,12:05
H5,5A,11/17/19,10,7.48,4.58,50.6,34.25,12:06
H5,5B,11/17/19,10.1,7.47,4.42,48.8,34.25,12:07
H5,5C,11/17/19,10.2,7.48,4.5,49.8,34.26,12:08
H6,6A,11/17/19,9.9,7.46,4.5,49.6,34.25,12:09
H6,6B,11/17/19,10.2,7.44,4.3,47.5,34.25,12:10
H6,6C,11/17/19,10,7.45,4.36,48,34.26,12:11
H1,1A,11/18/19,12.2,7.74,7.72,89.3,34.3,11:56
H1,1B,11/18/19,12.2,7.74,7.93,91.6,34.29,11:57
H1,1C,11/18/19,12.3,7.78,7.94,92,34.3,11:58
H2,2A,11/18/19,11.6,7.68,6.62,75.6,34.28,11:59
H2,2B,11/18/19,11.6,7.69,6.86,78,34.28,12:00
H2,2C,11/18/19,11.6,7.7,6.96,79.5,34.28,12:01
H3,3A,11/18/19,10.8,7.61,5.93,66.6,34.28,12:02
H3,3B,11/18/19,10.8,7.6,5.77,64.8,34.28,12:02
H3,3C,11/18/19,10.8,7.61,5.87,65.6,34.28,12:03
H4,4A,11/18/19,10.3,7.5,4.85,53.8,34.28,12:04
H4,4B,11/18/19,10.3,7.49,4.73,52.5,34.28,12:05
H4,4C,11/18/19,10.4,7.51,4.8,53.3,34.28,12:06
H5,5A,11/18/19,10,7.49,4.79,52.6,34.28,12:07
H5,5B,11/18/19,10.1,7.49,4.81,53.1,34.28,12:08
H5,5C,11/18/19,10.2,7.49,4.76,52.7,34.28,12:09
H6,6A,11/18/19,9.8,7.46,4.62,50.8,34.28,12:09
H6,6B,11/18/19,10,7.44,4.24,46.7,34.28,12:10
H6,6C,11/18/19,9.9,7.44,4.26,46.9,34.28,12:10
H1,1A,11/19/19,12.2,7.72,6.87,78.3,34.32,11:33
H1,1B,11/19/19,12.4,7.77,7.56,87.4,34.31,11:34
H1,1C,11/19/19,12.4,7.77,7.4,85.7,34.31,11:35
H2,2A,11/19/19,11.8,7.67,6.58,75.3,34.31,11:36
H2,2B,11/19/19,11.9,7.69,6.71,76.9,34.31,11:37
H2,2C,11/19/19,11.8,7.7,6.84,78.4,34.31,11:37
H3,3A,11/19/19,11,7.6,5.8,65.4,34.3,11:38
H3,3B,11/19/19,11,7.6,5.62,63.2,34.3,11:39
H3,3C,11/19/19,11,7.59,5.53,62.3,34.3,11:40
H4,4A,11/19/19,10.6,7.5,5.17,57.7,34.3,11:41
H4,4B,11/19/19,10.6,7.52,5.15,57.5,34.31,11:42
H4,4C,11/19/19,10.5,7.51,4.91,54.8,34.3,11:43
H5,5A,11/19/19,10.1,7.48,4.83,53.4,34.3,11:44
H5,5B,11/19/19,10.2,7.47,4.62,51.2,34.3,11:45
H5,5C,11/19/19,10.3,7.48,4.71,52.1,34.3,11:45
H6,6A,11/19/19,10.2,7.47,5.09,56.4,34.29,11:46
H6,6B,11/19/19,10.3,7.45,5.03,55.9,34.29,11:47
H6,6C,11/19/19,10.5,7.45,4.9,54.6,34.29,11:48
H1,1A,11/20/19,11.9,7.75,7.15,82.1,34.31,11:53
H1,1B,11/20/19,12,7.76,7.72,88.2,34.31,11:54
H1,1C,11/20/19,12,7.77,7.87,90.5,34.33,11:55
H2,2A,11/20/19,11.3,7.69,6.6,75,34.33,11:56
H2,2B,11/20/19,11.3,7.69,6.82,77.4,34.33,11:57
H2,2C,11/20/19,11.4,7.71,6.94,78.1,34.32,11:58
H3,3A,11/20/19,10.5,7.61,5.95,66.4,34.32,11:59
H3,3B,11/20/19,10.5,7.6,5.77,64.3,34.33,12:00
H3,3C,11/20/19,10.5,7.6,5.86,65.7,34.32,12:01
H4,4A,11/20/19,9.9,7.49,4.84,53.3,34.32,12:02
H4,4B,11/20/19,10,7.51,4.96,54.7,34.32,12:02
H4,4C,11/20/19,10.1,7.52,5.09,55.2,34.32,12:03
H5,5A,11/20/19,9.6,7.48,4.52,49.5,34.32,12:04
H5,5B,11/20/19,9.7,7.48,4.74,51.9,34.31,12:05
H5,5C,11/20/19,9.8,7.48,4.75,52.2,34.31,12:06
H6,6A,11/20/19,9.5,7.43,4.67,51,34.31,12:06
H6,6B,11/20/19,9.7,7.41,4.44,48.7,34.31,12:07
H6,6C,11/20/19,9.7,7.43,4.72,51.8,34.31,12:08
H1,1A,11/21/19,12,7.73,7.55,85.1,34.35,14:14
H1,1B,11/21/19,12.1,7.79,8.11,93.7,34.38,14:15
H1,1C,11/21/19,12.1,7.78,8.02,92.6,34.36,14:16
H2,2A,11/21/19,11.5,7.69,6.82,77.8,34.36,14:18
H2,2B,11/21/19,11.5,7.71,6.91,78.9,34.36,14:20
H2,2C,11/21/19,11.5,7.72,7.12,81.2,34.36,14:21
H3,3A,11/21/19,10.6,7.61,5.86,65.5,34.36,14:22
H3,3B,11/21/19,10.6,7.61,5.76,64.5,34.36,14:23
H3,3C,11/21/19,10.7,7.62,5.87,65.8,34.36,14:24
H4,4A,11/21/19,10.1,7.52,5.06,55.8,34.35,14:25
H4,4B,11/21/19,10.1,7.52,4.94,54.7,34.35,14:26
H4,4C,11/21/19,10.2,7.52,4.94,54.6,34.35,14:27
H5,5A,11/21/19,9.7,7.47,4.58,50,34.35,14:28
H5,5B,11/21/19,9.8,7.47,4.58,50.2,34.35,14:29
H5,5C,11/21/19,9.9,7.48,4.54,49.9,34.35,14:30
H6,6A,11/21/19,9.7,7.45,4.75,52,34.34,14:31
H6,6B,11/21/19,9.8,7.44,4.67,51.1,34.35,14:32
H6,6C,11/21/19,9.8,7.45,4.8,52.1,34.35,14:34
H1,1A,11/22/19,11.8,7.74,7.35,84.4,34.44,11:25
H1,1B,11/22/19,12,7.78,7.77,89.6,34.33,11:26
H1,1C,11/22/19,12.1,7.78,7.65,88.1,34.33,11:27
H2,2A,11/22/19,11.5,7.69,6.72,76.6,34.33,11:28
H2,2B,11/22/19,11.5,7.67,6.59,75.2,34.33,11:29
H2,2C,11/22/19,11.5,7.73,7.14,81.4,34.32,11:30
H3,3A,11/22/19,10.7,7.6,6.08,68,34.33,11:31
H3,3B,11/22/19,10.6,7.59,5.91,66.3,34.32,11:32
H3,3C,11/22/19,10.7,7.61,6.06,67.7,34.33,11:33
H4,4A,11/22/19,10.1,7.52,5.36,59.2,34.32,11:35
H4,4B,11/22/19,10.2,7.53,5.41,59.9,34.32,11:36
H4,4C,11/22/19,10.2,7.53,5.36,59.4,34.32,11:37
H5,5A,11/22/19,9.8,7.48,5.17,56.6,34.32,11:38
H5,5B,11/22/19,9.9,7.48,4.92,54.1,34.32,11:40
H5,5C,11/22/19,9.9,7.46,4.81,52.9,34.32,11:41
H6,6A,11/22/19,9.8,7.45,5.1,56,34.32,11:42
H6,6B,11/22/19,9.9,7.46,5.34,58.5,34.32,11:43
H6,6C,11/22/19,9.9,7.46,5.37,59.2,34.32,11:44
H1,1A,11/23/19,11.7,7.72,7.18,82.1,34.31,11:55
H1,1B,11/23/19,11.8,7.75,7.46,85.7,34.31,11:56
H1,1C,11/23/19,11.9,7.75,7.3,83.8,34.31,11:57
H2,2A,11/23/19,11.3,7.7,6.73,76.4,34.3,11:58
H2,2B,11/23/19,11.3,7.7,6.76,76.6,34.3,11:59
H2,2C,11/23/19,11.4,7.69,6.59,75,34.3,12:00
H3,3A,11/23/19,10.6,7.6,5.63,629,34.3,12:03
H3,3B,11/23/19,10.6,7.59,5.63,62.8,34.3,12:03
H3,3C,11/23/19,10.6,7.6,5.77,64.2,34.3,12:04
H4,4A,11/23/19,10.1,7.51,4.9,54.3,34.3,12:05
H4,4B,11/23/19,10.1,7.51,5.05,55.4,34.3,12:06
H4,4C,11/23/19,10.1,7.52,5.07,55.9,34.29,12:07
H5,5A,11/23/19,9.8,7.46,4.67,51.3,34.29,12:08
H5,5B,11/23/19,9.9,7.47,4.68,51.3,34.29,12:09
H5,5C,11/23/19,9.9,7.47,4.63,50.6,34.29,12:10
H6,6A,11/23/19,9.9,7.45,4.92,54,34.3,12:11
H6,6B,11/23/19,10,7.45,5.08,56,34.29,12:12
H6,6C,11/23/19,10,7.45,5.14,56.7,34.3,12:13
H1,1A,11/24/19,11.8,7.71,6.95,79.8,34.31,13:02
H1,1B,11/24/19,11.8,7.76,7.55,86.6,34.31,13:03
H1,1C,11/24/19,11.9,7.77,7.52,86.4,34.31,13:04
H2,2A,11/24/19,11.3,7.69,6.72,76.1,34.3,13:05
H2,2B,11/24/19,11.3,7.7,6.78,77,34.31,13:06
H2,2C,11/24/19,11.3,7.71,6.88,78.1,34.3,13:08
H3,3A,11/24/19,10.5,7.6,5.72,63.8,34.3,13:09
H3,3B,11/24/19,10.5,7.59,5.53,61.8,34.3,13:10
H3,3C,11/24/19,10.5,7.6,5.58,63.3,34.3,13:11
H4,4A,11/24/19,10,7.52,5.03,55.2,34.3,13:12
H4,4B,11/24/19,10.1,7.52,5.09,56.3,34.3,13:15
H4,4C,11/24/19,10.1,7.53,5.05,55.9,34.3,13:17
H5,5A,11/24/19,9.7,7.46,4.5,49.3,34.3,13:18
H5,5B,11/24/19,9.8,7.47,4.55,50.1,34.3,13:20
H5,5C,11/24/19,9.8,7.47,4.52,49.6,34.3,13:21
H6,6A,11/24/19,9.7,7.45,4.82,53.2,34.3,13:22
H6,6B,11/24/19,9.9,7.45,5.04,55.5,34.29,13:23
H6,6C,11/24/19,9.9,7.45,5.06,55.7,34.29,13:25
H1,1A,11/25/19,11.9,7.76,7.8,89,34.33,10:30
H1,1B,11/25/19,11.9,7.78,8.08,92.8,34.32,10:31
H1,1C,11/25/19,12,7.78,7.96,91.5,34.32,10:31
H2,2A,11/25/19,11.4,7.69,6.93,78.7,34.32,10:32
H2,2B,11/25/19,11.3,7.7,7.05,80.1,34.32,10:33
H2,2C,11/25/19,11.4,7.7,6.99,79.4,34.31,10:33
H3,3A,11/25/19,10.5,7.6,5.95,66.3,34.32,10:34
H3,3B,11/25/19,10.5,7.6,5.81,64.7,34.31,10:35
H3,3C,11/25/19,10.5,7.6,5.74,64.1,34.31,10:36
H4,4A,11/25/19,10,7.51,5.05,55.6,34.31,10:37
H4,4B,11/25/19,10,7.51,5.01,54.9,34.31,10:38
H4,4C,11/25/19,10.1,7.51,5.02,55.5,34.31,10:39
H5,5A,11/25/19,9.6,7.47,4.53,49.5,34.3,10:40
H5,5B,11/25/19,9.7,7.47,5.54,49.8,34.3,10:40
H5,5C,11/25/19,9.7,7.46,4.52,49.6,34.3,10:41
H6,6A,11/25/19,9.7,7.45,4.94,53.9,34.3,10:42
H6,6B,11/25/19,9.9,7.43,4.89,52.8,34.3,10:43
H6,6C,11/25/19,9.8,7.44,4.96,54.2,34.3,10:43
H1,1A,11/26/19,12.7,7.75,8.34,94.7,34.34,10:30
H1,1B,11/26/19,14.1,7.79,8.78,105.5,34.35,10:31
H1,1C,11/26/19,13.9,7.78,8.64,103.4,34.37,10:32
H2,2A,11/26/19,13.1,7.7,7.51,88.5,34.36,10:32
H2,2B,11/26/19,13.3,7.7,7.4,87.5,34.36,10:33
H2,2C,11/26/19,13.5,7.71,7.44,88.3,34.35,10:34
H3,3A,11/26/19,12.5,7.6,6.05,70.4,34.35,10:35
H3,3B,11/26/19,12.5,7.59,5.9,68.6,34.35,10:36
H3,3C,11/26/19,12.7,7.6,5.92,69.1,34.35,10:37
H4,4A,11/26/19,11.7,7.51,5.17,59.2,34.35,10:38
H4,4B,11/26/19,11.7,7.51,5.01,57.3,34.35,10:38
H4,4C,11/26/19,11.8,7.51,5.07,58.2,34.36,10:39
H5,5A,11/26/19,11.4,7.47,4.58,52.1,34.35,10:40
H5,5B,11/26/19,11.1,7.46,4.47,50.5,34.37,10:41
H5,5C,11/26/19,11.4,7.46,4.34,49.3,34.34,10:42
H6,6A,11/26/19,10.4,7.44,4.87,54.2,34.35,10:42
H6,6B,11/26/19,10.3,7.43,4.99,55.5,34.38,10:43
H6,6C,11/26/19,11,7.44,4.93,55.6,34.32,10:44
H1,1A,11/27/19,11.8,7.74,8.35,95.8,34.3,13:24
H1,1B,11/27/19,11.8,7.76,8.31,95.1,34.29,13:25
H1,1C,11/27/19,11.9,7.78,8.44,96.8,34.28,13:26
H2,2A,11/27/19,11.1,7.68,7.22,81.6,34.29,13:27
H2,2B,11/27/19,11.1,7.7,7.29,82.2,34.28,13:28
